Artist,Song,Language,Release_Date,Lyrics
Ace Tee,TAKE WHAT’S MINE,"May 13, 2022",de,"2 ContributorsTAKE WHAT’S MINE Lyrics

Komm ganz geschmeidig, so wie Kaschmir auf der Haut
Hab keine Zeit für Capper, Asche auf mein Haupt
Ich liebe bunte Scheine, Bitch ich kehr mein Laub
Er nennt mich Family doch wer hat’s ihm das erlaubt
Trotz nasser Straße bleib ich fokussiert auf meiner Spur
Moneyline bleibt bizzy und das Rund um die Uhr
Ravani Monograme, schwarz-grün auf Velour
Die Taschenlampe an der Tasche gilt als Garnitur
Ja, es ist dunkel doch da drüben seh ich Licht
Ich kann es spürеn frag mich wieso fühlst du’s nicht
Raus aus der Dunkelhеit und rein in das Licht
Er ist ignorant, Ignorance is bliss
Niggas wollen 100k an der wrist
Doch Mama suffert das ne ganz andere Sicht
Bau ein Haus für Fam und dann für mich
Schaue in den Spiegel like I am that Bitch

I’m gonna take what’s
I’m gonna take what’s
I’m gonna take what’s mine ya
I’m gonna take what’s
I’m gonna take what’s mine
I’m gonna take what’s mine
I’m gonna take what’s mine mine
Mine mine
Mine mine
Mine mine
Mine mine
You might also like
Mach alles step by step, du weißt ich step correct
Hab wirklich gutes Karma, denn ich bin blessed (Bin blessed)
All meine Feinde sehen mir zu, sie sind obsessed
Wollen das ich slippe doch das Boomerang Effekt
Bin nicht DJ Khalid but you‘re fucking with the best
Wicked Gemini, ich geb mein Nigga Hot
Er will Hella rounds, Baby say less
Geb ihm Hella rounds
Frag ihn Whats next?

I’m gonna take what’s
I’m gonna take what’s
I’m gonna take what’s mine ya
I’m gonna take what’s
I’m gonna take what’s mine
I’m gonna take what’s mine ya
Mine ya
Mine ya
Mine ya
Mine ya
Mine ya
MineEmbed"
Achim,727,"August 12, 2022",de,"3 Contributors727 Lyrics

(Oh-oh-oh-oh) Wir häng'n nur mit Bros
(Oh-oh-oh-oh-oh) Wir hängen nur mit Hoes ab (Wieder broke, Brudi)
Am Ende jedes Monats (Wieder broke, Brudi)
(Oh-oh-oh-oh) Wir häng'n nur mit Bros
(Oh-oh-oh-oh-oh) Wir hängen nur mit Hoes ab (Yeah, yeah, wieder broke, Brudi, yeah, yeah)
Am Ende jedes Monats (Wieder broke, Brudi)
Yo, what's up now, ?

Bei Schlacht Schläger mit Knast-Flavour
Schwarzleder für mein'n S-Cou' auf Matträder
Durch Las Vegas hier bei Nacht
Ein paar Runden durch die Stadt, wie's halt macht jeder
Mich hat das Leben so gеmacht, weder
Vater Staat noch diе Kackfehler
Hatt ein Leben wie in Favelas (Ah)
Anstatt GEMA, verpackt Beyda (Ja)
Für den allerbesten Schnapp und den  (Ah)
Meine Stimme ist am Block, zehnmal
Intensiver, ich bin rough
Und kauf' mir den 7er von 'Pac
Mach' Hit-'em-up-Shots (Yeah)
Machst du kein Platz für den Brudi (Ah)
Westside for life, hier paar Natz für die Bubis (Aha)
Sie dachten, „Brudi, läuft nicht“ (Ah-ah)
Dann guck ma', wie es geht hier nach 1998, RaP
Die Quanti und Quali krass
Nein, mach mir nicht auf King, wenn du lebst wie die Caritas (Haha)
Dein Body blass
 Bretter im Nike-Sweater (Yeah)
Für die Roli, wenn ich live schmetter' (Ah), check
Hol' ich Ice, sind die Diamonds echt (Oh damn)
Guck, mein Leben hat sein'n Preis, doch die zahlten schlecht (Aha, aha)
Mic-Check, one, two, mit der M-O-Crime-Crew (Chyeah)
 und Memo bleibt Crew (RaP)
 Capone vor dem Plädoyer (Yeah)
Und geb' euch wie gewohnt ohne 808s, désolé
Das 5-2-Ghetto-Phänomen
Guck, es geht aus dem Treppenhaus back in NRW (NRW)
Bei Mondlicht Geld im Rotlicht (Ah)
Denn nichts ist hier umsonst, Bruder, selbst der Tod nicht (Ah-ah)
Mach' die Clips für die Clique (Yeah)
Wieder rich, Dicka, sick, wir sind Crip-Walk-Addict, yeah-yay
Warten auf Sonnenschein (Oh)
Ja, alles gut, so soll es sein (Oh)You might also likeEmbed"
Achim,Made Man,"July 22, 2022",de,"3 ContributorsMade Man Lyrics

Haha, boh-boh
Yeah, hahaha
Wouh
Yeah, ah (Ah)

Stück Kobe auf dem Benz-Grill, still (Haha)
Alles Klone, the same skill (Ah)
C-A, ich mach's ohne und hole
Für jeden meiner Brüder jetzt die Krone (Der King)
Und rapp’ vom Nichtshaben seit zig Jahren
Bruder, rein mental  erreichen das Lichtjahre
Ich hab' gelernt, nicht zu trau'n, weil Pain uns fickt
Gefühle, Hass, Schmerz macht im Game nicht rich
Independent und fick’ Karrieren nur pеr Statements (Ah, ah)
Mich könn'n die Fotzеn nicht ficken, denn ich bin Made Man (Made Man)
Das sind Zanottis und nicht Graceland
Dein Camp plus 'ne Copy-Paste-Fake-Band
Ich widme dieses Album an Mütze (Rest in Peace)
Für CAP im Knast, unser Kreis hat jetzt Lücken (Yeah)
Nein, keine neuen Freunde (Ah, ah)
Jeder meiner Fans ist von nun an mein Zeuge (Yeah, yeah)
You might also like
Ja, Brudi, wir sind Made Men (Haha), Made Men (Wouh), Made Men (C-A)
Made Men, Made Men, Men
Made Men (Made Men), Made Men, Men (RaP)
Made Men, Made Men, Men (Baby, Baby, ah)
Ja, Brudi, wir sind Made Men, Made Men, Made Men (Wir sind Made Men)
Made Men, Made Men, Men (Wouh)
Made Men, Made Men, Men (Aha, aha)
Made Men, Made Men, Men (Gib ihm)

Ich brauch' meinen Namen nicht mehr sagen, bin ein Made Man
Da ist kein Salat in meinem Magen, bin ein Steak-Fan
Gar keine Frage, eines Tages kauf' ich Graceland
Hunderttausend Gage, Bruder, halleluja, Amen
Ich sitz' in 'nem Auto voller Rauch wie ein Pausenraum
Kafa grün und blau wie die neue im Frauenhaus
Der Preis ist mir egal, ich leb' ein Leben in Saus und Braus
Wenn du von der Arbeit kommst, mach’ ich erst die Augen auf
Also lass ma’ die Filme, denn dafür bin ich zu ausgeschlafen
Ich komm' von der Straße, mein Zeugnis sind diese tausend Narben
Ihr drückt die Schulbank, ich drück’ Bücher im Automaten
Alleine im Louis-Store und ihr Hunde müsst draußen warten
Hab' überall blaue Haken, die musst ich mir verdien'n
Und heute kann ich fliegen trotz dem Frust und all den Krisen
Ich krümme keinen Finger, wenn ich nicht weiß, was es mir bringt
Ich klopf' auf Holz, denn Gott sei Dank lief alles gut bis hierhin
Ja, Homie, wir sind Made Men (Haha), Made Men (Wouh), Made Men (C-A)
Made Men, Made Men, Men
Made Men (Made Men), Made Men, Men (RaP)
Made Men, Made Men, Men (Baby, Baby, ah)
Ja, Brudi, wir sind Made Men, Made Men, Made Men (Wir sind Made Men)
Made Men, Made Men, Men (Wouh)
Made Men, Made Men, Men (Aha, aha)
Made Men, Made Men, Men (Gib ihm)Embed"
Acht Eimer Hühnerherzen,Eisenhüttenstadt,"March 23, 2018",de,"3 ContributorsEisenhüttenstadt LyricsDu warst in Moskau und Miami
In Mailand, Tokio und Neu Delhi
In Phnom Penh und Angkor Wat
Und wo war ich?
In Eisenhüttenstadt
So 'ne Scheiße
Du warst in Bern und Caracas
Honduras, La Paz und auf dem Mars
Auf Sankt Tome, in Sankt Tropez
Und wo war ich?
In Falkensee
Bei Spandau
Voll egal, wo du warst oder nicht
Tausend Liebhaber warten hier auf mich
Voll egal, wo du warst, finde ich
Gibt wen Wichtiger's als dich
Ich war noch niemals in New York
Und nicht wie du auf Gotland und in Göteborg
Noch nicht einmal in Gütersloh
Nur einmal bis ganz kurz vor Rathenow
You might also likeNur noch zehn Kilometer
Ich war noch nie in Malaga
Nicht mit 'nem Caravan in Kanada
In Monte-Carlo, Honolulu und in Wien
Aber zweieinhalb Tage in Neuruppin
Immerhin
Du Angeber
Voll egal, wo du warst oder nicht
Tausend Liebhaber warten hier auf mich
Voll egal, wo du warst, finde ich
Gibt wen Wichtiger's als dich
Voll egal, wo du warst oder nicht
Tausend Liebhaber warten hier auf mich
Voll egal, wo du warst, finde ich
Gibt wen Wichtiger's als dich
Gibt wen Wichtiger's als dich
Gibt wen Wichtiger's als dichEmbed"
Acht Eimer Hühnerherzen,Neu in Dur,,de,"2 ContributorsNeu in Dur Lyrics
Kapodaster im vierten Bund
Emo Vega, neu in Dur
E, F, C, Ehre, Franc, C und D
Nur zwei Minuten, mit Shoegaze-Intro

Drei mal Drei und Eins macht Zehn
Fünf und Sechs und du muss gehn
Hochhaus-Ingo, Bernadet
Ich find euch alle... wirklich nett

Subjekt, Prädikat, Akkusativ, Objekt
Adverb, Präsens oder Perfekt
Wer macht was warum, mit welcher Kondition
Und wann? - JETZT WIEDER E

Drei mal Drei und Eins macht Zehn
Fünf und Sechs und du muss gehn
Hochhaus-Ingo, Bernadet
Ich find euch alle... wirklich nett

Peter, Volume hoch auf 10
Du musst immer Ecke stehen
Desko, Wiebke und René
Ich find euch trotzdem ganz ok
You might also like
Drei mal Drei und Eins macht Zehn
Fünf und Sechs und du muss gehn
Hochhaus-Ingo, Bernadet
Ich find euch alle... wirklich nettEmbed"
Achtabahn,So Gut,"May 15, 2020",de,"2 ContributorsSo Gut Lyrics

Ey, schau uns zwei mal an
Hättest du jemals gedacht, dass wir mal so weit komm'n?
Aus deinem kleinen „Hey“
Und meinem schüchternen „Wie geht's?“ so etwas entsteht?

Was ich gefühlt hab', das geht niemals vorüber
Stehst du mir gegenüber, weiß ich, dass es so bleibt
Schaust zu mir rüber und sofort ist das Gefühl da
Jetzt will ich nur noch, dass du weißt

Ey, du tust mir so gut, yeah
Denn ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Das Beste hier bist du, yeah
Und ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Ey, du tust mir so

Auch wenn wir diskutier'n
Und ich mal den Kopf verlier', stehst du hinter mir
Und wird's ma' kompliziert
Will ich, dass du nie vergisst, ich steh' auch hinter dir
You might also like
Was ich gefühlt hab', das geht niemals vorüber
Stehst du mir gegenüber, weiß ich, dass es so bleibt
Schaust zu mir rüber und sofort ist das Gefühl da
Jetzt will ich nur noch, dass du weißt

Ey, du tust mir so gut, yeah
Denn ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Das Beste hier bist du, yeah
Und ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Ey, du tust mir so

Uh-uh-uh-uh-uh-uh-uh-uh, uh-uh-uh-uh
Uh-uh-uh-uh-uh-uh-uh-uh
Ey, du tust mir so
Uh-uh-uh-uh-uh-uh-uh-uh, uh-uh-uh-uh
Uh-uh-uh-uh-uh-uh-uh-uh
Ey, du tust mir so gut, yeah
Ja, das mit uns zwei
Soll nie mehr anders sein
Wenn ich's mal nicht zeig'
Dann will ich, dass du weißt
Ey, du tust mir so gut, yeah
Denn ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Das Beste hier bist du, yeah
Und ich will, dass du nie vergisst
Uh-uh-uh-uh, uh-uh-uh-uh
Ey, du tust mir so gut, yeahEmbed"
AchtVier,Kneipentresen 2,"March 31, 2023",de,"3 ContributorsKneipentresen 2 Lyrics

Yo, yo
Einmal die Rechnung, Herr Ober
Check

Ich brauch' nicht lange reden, mach' wieder ein PTK-Feature
Bitches seh'n mich nie wieder, so wie Dinosaurier
Ayo, trink' die Sangria mit Shem und Strohhalm
Denn die Mische muss knall'n (Oh Shit)
Wieder Weedsmoke im Hals
Yo, vermiss' die alte Zeit, werd's nie mehr vergessen (Eh-eh)
Lag auf Perserteppich, frеss' paar Schmerztabletten (Haha)
Ayo, Mr. F, PTK, Crystal Mеth-DNA (Haha)
Doch ich bin noch cleaner als Kokos, Südamerika
Keine weiße Weste, Digga, kannte jeden Zivi hier
Habibi, mehr Arsch auf Grundeis als ein Tieftaucher
Hamburg-Mitte, , Fizzle, steh' da vor dem Cornershop (Oh yeah)
Voll auf Vodka, als wär mein Name Gorbatschow
Borissov in Massen auf den Tischtennisplatten
Digga, hol mal was zu nacken, doch ich hab' nichts in den Taschen (Sorry, ey)
Doch irgendeiner hat wieder ein Gramm gebracht (Haha)
Und das geht so die ganze Nacht
You might also like
Guck, wie ich die Korken knallen, lass' bis morgens früh um acht
Besorg' 'ne Flasche Schnaps und ich torkel' durch die Nacht
Weiß nicht, welcher Wochentag grad ist, sauf' eigentlich jeden
Unterm Tisch am Kneipentresen
Guck, wie ich die Korken knallen, lass' bis morgens früh um acht
Besorg' 'ne Flasche Schnaps und ich torkel' durch die Nacht
Weiß nicht, welcher Wochentag grad ist, sauf' eigentlich jeden
Unterm Tisch am Kneipentresen

Teil eins war Killer, Teil zwei wird morden
Mach's für alle, die mich immer seit Tag eins supporten
Immer 361, ich bin leicht zu orten
Ey, seid ihr jetzt eigentlich Rapper oder Eisteesorten?
Nächte waren lang, dabei gab es nur kurze
Ich hab' immer noch 'n Filmriss von damals im Schurken
Rap hat sich voll verändert, alle sagen das
Aber ich bin immer noch so sauer wie mein Magensaft
Warte mal, ich kann zwar gar nicht malen, aber trotzdem wenn ich rappe
Cross' ich deine Wände mit der Doppel-H-Legende
Steuerfrei vorbei am Fiskus, Gewalt, Alkoholismus
Aber nichts fickt uns so wie der Algorithmus
Nur noch Kapitalismus, da, wo mal Hip Hop war
Pöbel', töte König, hau' sein Kopf ab, ihr Möchtegern-Rockstars
Hängt nur auf Toilette und ihr rotzt was, ihr Opfers
Hört mehr PTK, hört mein Podcast
Guck, wie ich die Korken knallen, lass' bis morgens früh um acht
Besorg' 'ne Flasche Schnaps und ich torkel' durch die Nacht
Weiß nicht, welcher Wochentag grad ist, sauf' eigentlich jeden
Unterm Tisch am Kneipentresen
Guck, wie ich die Korken knallen, lass' bis morgens früh um acht
Besorg' 'ne Flasche Schnaps und ich torkel' durch die Nacht
Weiß nicht, welcher Wochentag grad ist, sauf' eigentlich jeden
Unterm Tisch am KneipentresenEmbed"
AchtVier,Hitzerot,"March 31, 2023",de,"3 ContributorsHitzerot Lyrics


Kiste klatschen, wippt übertrieben ()
Amcas könn'n nichts machen, weil ich immer anonym bin (Ja-ha)
Äh-he, , Polizei trägt Headset (Hey)
Seit '99 bin ich savage, ey
SFM, die Gang, ich hab' Spray-Cans im Rucksack (Ja)
Behalt mal die Groupies, ich fick' deine Mutter (Brra)
Hab' kein'n Geldpuffer, muss steuerfrei bezahl'n (Oh)
Mein kompletter Vorschuss  an die Deutsche Bahn
Lass 'ne Nase zwitschern (Ja), Vaater-Staat-Abdrücker (Ja)
Aber alles gut, solange ich noch Farbe mit hab', Digga (Oh-ey)
Ey-yo, Tille, Haze (Ha), silber-schwarze Bilder überall (He)
Du kennst nur Achti und nicht Phase (Hey, hey, hey)
Vermummter Kamikaze, Bullen suchen mit Spürnase (Hey)
Dreh' 'ne Runde, dunkler Tunnel, doch ich schreibe wieder Namen
Ey-yo, laufendes Verfahren, doch ich bin's gewohnt (Ja)
Und mein Anwalt deckt mich wie Hitzerot (Hey)

You might also like
Krieg' 'ne Anzeige, weil ich mein'n Nam'n schreibe (Ha)
Flieg' wie Dartpfeile über deutsche Bahngleise
Wieder Phase auf dem Laufsteg, doch kein Catwalk (Eh-eh)
Sieht nach außen gut aus, doch St. Pauli ist ein Crackloch
Yes, yo, zieh' niemals die Fotos auf dein'n Laptop (Eh-eh)
Denn die Kripo holt die wieder, hilft auch kein Reset-Knopf
Denn ich warte auf Action (Oh), Maske aufsetzen (Oh)
Vorzieh'n,  drauf taggen (Uh-uh)
Immer noch der gleiche, doch macht immer wieder Spaß (Ja)
Ey-yo, jedes deutsche Yard, ist mein Kinderspielplatz (Ey)
Denn ich schreibe mein'n Namen wann und wo ich will (Ja)
Immer gleiches Verfahr'n: Cap auf, Dose killt
Denn alle  von mir (Haha)
Sprüher haben keine Freunde, denn wofür?
Kletter' über Stacheldrahtzäune trotz Deutsche-Bahn-Verbot (Ha)
Mach' den Dicken im Depot, rest in peace, Hitzerot, Baby
Embed"
Amadea Ackermann,Girls,"March 3, 2023",de,"4 ContributorsGirls Lyrics

Du bist der Junge aus der Vorstadt
Der nicht immer wusste, was er vorhat
Ich bin das Mädchen ohne Plan
Die niemals wusste, wer sie war
Ich war lost, aber mit dir bin ich irgendwie found
Trust-Issues, aber dir kann ich irgendwie vertrau'n
Auf Papier stimmt es eins zu eins
Aber zweidimensional gibt kein'n Fick auf Faktor Zeit

Wrong place, wrong time
Nicht jetzt, nicht gleich
Nicht in 'nem Jahr oder zwei
Aber irgendwann, irgendwann reicht's

Du bist für mich nicht nur ein Toy-Boy
Du bist der Grund, weshalb ich irgendwann ma' treu bleib'
Zur falschen Zeit am falschen Ort
Aber irgendwann bleib' ich für immer dort, ja
Ich bin für dich nicht nur 'n Side-Chick
Wenn du mich hasst, bin ich die gottverdammte Eins, Bitch
Und irgendwann darfst du ran, doch bis dann
Girls just gotta have fun (Woah-oh, woah-oh)
Girls just gotta have fun (Woah-oh, woah-oh)
You might also like
Du hast mich den ganzen Abend, doch ich geh' nicht mit dir nach Haus
Kennst mich wie kein andrer, doch ich zieh' mich nicht vor dir aus
Es kann nicht enden, es hat nicht ma' angefang'n
Bitte steig nicht ein, denn ich fahr' uns Vollgas an die Wand
Du hast gesagt, du wirst ein'n Fehler nach dem andern machen
Du willst immer wieder auf die heiße Platte fassen
Wenn deine Hände irgendwann dann wieder kalt sind
Halte ich sie warm, bis wir beide superalt sind

Wrong place, wrong time
Nicht jetzt, nicht gleich
Nicht in 'nem Jahr oder zwei
Aber irgendwann, irgendwann reicht's

Du bist für mich nicht nur ein Toy-Boy
Du bist der Grund, weshalb ich irgendwann ma' treu bleib'
Zur falschen Zeit am falschen Ort
Aber irgendwann bleib' ich für immer dort, ja
Ich bin für dich nicht nur 'n Side-Chick
Wenn du mich hasst, bin ich die gottverdammte Eins, Bitch
Und irgendwann darfst du ran, doch bis dann
Girls just gotta have fun
Wir beide, das ist Endgame-Shit
Aber ich brauch' grade jemand, der mein Herz zerbricht
Der mir zeigt, wie man liebt und wieder loslässt
Ich will nicht, dass dieser jemand du bist

Du bist für mich nicht nur ein Toy-Boy
Du bist der Grund, weshalb ich irgendwann ma' treu bleib'
Zur falschen Zeit am falschen Ort
Aber irgendwann bleib' ich für immer dort, ja
Ich bin für dich nicht nur 'n Side-Chick
Wenn du mich hasst, bin ich die gottverdammte Eins, Bitch
Und irgendwann darfst du ran, doch bis dann
Girls just gotta have fun (Woah-oh, woah-oh)
Girls just gotta have fun (Woah-oh, woah-oh)
Girls just gotta have fun1Embed"
Amadea Ackermann,Junge,"December 30, 2022",de,"2 ContributorsJunge Lyrics

Mh-mh

Ich hab' mich gefragt
Seit wann lass' ich niemanden mehr an mich ran?
Seit du das erste Mal in mei'm Zimmer standst
Ich war angetan
Und ab da wurde ich deine Landebahn
Komm erstma' an, zieh dich aus, lass dich nieder
Mein Licht ist noch an und es dunkelt nie wieder
Die Tür ist noch offen, nur du kommst da rein
Ich sagte: „Hoffentlich gehst du auch ran“
Wenn ich dich rufe, wenn ich dich suche
Wenn ich mich frage, wer mich mal verfluchte
Wenn ich weinе, obwohl ich nie weine
Wеnn ich allein sein will, lass mich nicht alleine
Ich weiß
Du hast das alles so nicht gemeint
Kaum deine Schuld, ich hab's dir nie gezeigt
Immer die Geduld, aber für nichts bereit
Und warten war meine Devise
Mal seh'n, was passiert, wie oft ich mich verliere
Und ich mich blamiere
Vor mir selbst und dir
Manchmal klappt es beim ersten Mal
Und manchmal ist das schon mit zwanzig Jahr'n
Und deine Eltern lieben sich, seit sie achtzehn sind
Nenn es Glück, nenn es Zufall, füreinander bestimmt
Und so wie damals fühl' ich immer noch
Und ich scheiß' auf das Großvaterparadox
Ja, ich reise zurück in die Zeit und hau' mir ins Gesicht
Und sag' dir: „Junge, sie verliebt sich in dich“You might also likeEmbed"
Aclds,Matrix,"August 21, 2020",de,"1 ContributorMatrix LyricsPbb yea
Wir haben so große Teller
Unsere Herzen schlagen schneller
Du folgst mir überall mit hin
Treffpunkt ist im Keller
(Baby, mach mal schneller)
Du zeigst mir deine Baggy
Heute bin ich deine Lady
(Deine Bit** Baby)
Komm lass uns tanzen
Scheiß auf die Tabledancestange, ich will stampfen
(Ich bin dein ravegirl)
Ich bin in deiner Matrix
Baby ich glaub ich mag dich
Ich bin in deiner Matrix
Matrix
Matrix
Ich bin in deiner Matrix
Matrix
(yеa)
...
You might also likeD-d-der Bass drückt in der Seele (Er sitzt so tiеf)
Nicht mehr lange bis ich schwebe (Eyaa)
Der Schmerz sitzt tief, der Bass noch tiefer
(tiefer,tiefer)
Kommst du mit auf Wolke 7
Da oben könn' wir fliegen
Ich komm jetzt rüber, nein ich wart nicht
Bin verlorn in deiner Matrix
Ich bin in deiner Matrix
Baby ich glaub ich mag dich
Ich bin in deiner Matrix
Matrix
Matrix
Ich bin in deiner Matrix
Matrix
Matrix
Ich bin in deiner Matrix
Matrix
Matrix
Ich bin in deiner Matrix
Matrix
Pbb yeaEmbed"
Acoustic Art,Kinderparadies,2016,de,"1 ContributorKinderparadies LyricsKomm, zeig mir das Kinderparadies
Wo alle Straßen aus Zucker sind
Alle Bäume aus Marzipan;
Schokolade gibt's für jedes Kind
Zeig mir das Kinderparadies
Wo alle Menschen willkommen sind
Wo die Hoffnung immer in uns lebt
Und kein Kind je alleine steht
Mach dein Herz auf, fühl den warmen Wind
Schau in die Augen, die voll Tränen sind
Hilf den Kindern, die verzweifelt sind
Und den Eltern, diе am Ende sind
Nein, es gibt kеin Kinderparadies
Wo alle Straßen aus Zucke rsind
Keine Bäume aus Marzipan
Schokolade nicht für jedes Kind
Mach dein Herz auf, fühl den warmen Wind
Schau in die Augen, die voll Tränen sind
Hilf den Eltern, die verzweifelt sind
Und den Kindern, die am Weinen sind
Bauen mir ein Kinderparadies
Wo alle Wege sicher sind
Und alle T u""ren offen steh'n
Für die, die vorüber geh'n
You might also likeKomm, zeig uns das Kinderparadies
Wo alle Straßen aus Zucker sind
Alle Bäume aus Marzipan;
Schokolade gibt's für jedes KindEmbed"
Acta Non Verba,Quattrotime,"January 18, 2015",de,"2 ContributorsQuattrotime Lyrics
Keine Sorge, dein Flow ist noch nicht tot
Doch für gute Rapper sind langsame Strophen ungewohnt
Denn sie wollen doch lieber die hohe Geschwindigkeit
Binnenreim in den Zeilen oder 'nen Tripletime
Keiner kann die Strophe besser rappen als der King am Mic
Bitte Ben, gib mir 'nen Quattrotime

Warte mal, Diggah, da ham' wir 'ne Kamera
Packe den Doubletime aber da kann man ma'
Hammerhart labern, ja, ham' wir 'nen Hammer da?
Labern in Doubletime kann er ma' hammerhart
Zeit, um Luft zu holen
Ich hatte gerade keine Zeit, um langsamer zu rappen
Ich bin effizient und produktiv am Mic
Und dein Player brennt, ich bin sowas von bereit
Deine integrierten Schaltkreise verkohlen zu lassen
Oder warte mal Diggah, dann machen wir das andermal - ich bin raus!You might also like1Embed"
Action Ahrens,Trink Trink,"August 23, 2017",de,"2 ContributorsTrink Trink Lyrics(PART 1)
Nicht ein Stern am Himmelszelt sichtbar
Denn Kunstlicht brennt wie Hochprozentiger
Nur ein Stück Fleisch – lieber blutig oder lieber gar?
Mach ihm den gar aus wie ein Tiger, dass es mutig war
Man kriegt sein Hals nie voll – deepthroat
Nur atemlos oder kommt's mir wieder hoch?
Die Dosis macht das Gift, doch ist meist willkürlich
Doch übern Daumen gepeilt, war's echt übel – geil
Du nennst das schlechten Umgang
Ich sag ""mit den Jungs rumgehang'""
Du fragst mich nach Feuer
Ich zünd Mutterficker an
Wenn hier wer wen antanzt:
Eine Armlänge Anstand
Mit Knutschflecken und Clubstempel
Bist du werktags noch gebrandmarkt
(HOOK 2x)
Schätzen, Schätzchen; Legen, Lady; Bahnen, Baby; Darling, trink trink
Sei dir sicher, dass es wirkt – Glaub mir, dass es nichts bringt bringt
Der springende Punkt: Alle Mundschenk, keiner Muse
Wir sind jung, haben Muße, rauchen Blunts, trinken Fusel
(PART 1 ADD)
Im Anschluss als ahnungslos ausgeben, benahm die Ahle sich daneben
Kein Anschluss unter dieser Nummer - Die is nich vergeben
Die ist nicht zu haben, Spaten woll'n mein' Schatz angraben
Im Gegensatz zur Würde war'n Seifenblasen unantastbar
You might also like(BRIDGE 2x)
Ruf mich nicht an um fünf, ruf mich nicht an um sechs
Es geht immer nur um es (S)
Es geht immer nur um Es
Es geht immer nur um X
Es geht immer nur um nichts
(PART 2)
Man sieht den Himmel nicht vor lauter blau
Mir geht ein Licht, doch nie die Sonne auf
Von wach Sein kann man nur träumen
Wo nicht nur Zahnpasta schäumt
Pavlov wäre stolz
Denn der Speichel läuft
Ein paar kahle Bäume, kein Wald
Grünanlagen, kalter Reis auf Algen
Wo der Fisch, wie die Sitten roh war
Mach ich Feinkost vom Vortag in der Mikrowelle warm
Ich schlafe nackt, erst für den Weg ins Bad
Zieh' ich mir am Nachmittag
Widerwillig zwar kein Pyjama aber Jogger und Shirt an
Die Socken passen nicht zusamm'
Doch lagen halt zusamm' im Schrank
- Wir sind ja schließlich auch ein Paar
Obwohl wir nicht zusammen passen
Füreinander geschaffen, miteinander eingelassen
Nichts hier Adam und Eva – Das war so nicht gedacht
Das war so sicher nicht geplant
Wir leben in den Tag hinein
Das ist thighgapboi, Action A – highlife
(HOOK)
Schätzen, Schätzchen; Legen, Lady; Darling, trink trink
Sei dir sicher, dass es wirkt – Glaub mir, dass es nichts bringt bringt
Der springende Punkt: Alle Mundschenk, keiner Muse
Wir sind jung, haben Muße, rauchen Blunts, trinken Fusel
Schätzen, Schätzchen; Legen, Lady; Bahnen, Baby; Darling, trink trink
Sei dir sicher, dass es wirkt – Glaub mir, dass es nichts bringt bringt
Der springende Punkt: Alle Mundschenk, keiner Muse
Wir sind jung, haben Muße, rauchen Blunts, trinken Fusel - high life
(high life 8x)Embed"
Adam Angst,Punk,"September 28, 2018",de,"5 ContributorsPunk Lyrics
Wenn ich Adam Angst schon höre, dann platzt mein Trommelfell
Ihr seid mir viel zu aufgesetzt und zu professionell
Schlaues Gelaber, die Schuhe blank poliert
Ihr habt scheinbar keine Ahnung, wie Punkrock funktioniert
Zunächst mal die Klamotten da, die ganze Band in schwarz
Uniformitäten werden sofort abgestraft
Und feuert euren Sänger, diesen irgendwas mit Fuß
Frau Potz wurde ermordet für ’ne Boyband mit Tattoos

Niemand will was wissen von Akkorden oder Noten
Und außerdem, hey, C-Teil ist verboten!

Das ist Punk!
Authentisch ohne Regeln, einfach Punk
Und immer leicht daneben
Punk!
Unberechenbar und provokant
Alles scheiß egal, Hauptsache Punk!
Alles scheiß egal, Hauptsache Punk!
Reck’ die Finger in die Luft und ruf mal „Punk“!
Was war denn jetzt das Thema, Punk!
Alles scheiß egal!
You might also like
Eure ach so smarten Texte nimmt euch doch keiner ab
Genau wie diese aalglatte, arrogante Art
Jetzt gibt’s Hausaufgaben, ab heute wird gepaukt
Vielleicht ist euch Studenten dieses Wort ja noch vertraut
Wo grad so viele zuhören, 'ne Frage an den Schwarm
Ich suche grad 'ne Wohnung, ca. 700 warm
Gerne mit Balkon, vorzugsweise Ehrenfeld
Vielleicht kennt ihr ja jemand, der wen kennt, der wen kennt, Dankö

Punk!
Authentisch ohne Regeln, einfach Punk!
Und immer leicht daneben
Punk!
Unberechenbar und provokant
Alles scheiß egal, Hauptsache Punk!
Ich fahr morgen in den Urlaub nach Thailand
Dann schick ich schöne Grüße vom Strand!
Hashtag „Na’ und ihr so“ Instagram
Dann seid ihr immer auf dem neusten Stand!
In meinem Garten steht ein großer Elefant
Und in der Küche steht ein Spruch an meiner Wand:
„Das Leben ist zu kurz für schlechten Punk!“
Wer ist Punk?
Ich bin Punk!
Das ist Punk!Embed"
